month,price,area
2016-09,5.591176470588235,London
2016-10,5.623529411764705,London
2016-11,5.9941176470588236,London
2016-12,6.0625,London
2017-01,5.975,London
2017-02,5.733333333333333,London
2017-03,5.733333333333333,London
2017-04,5.74375,London
2017-05,5.8375,London
2017-06,5.788235294117648,London
2017-07,5.811764705882353,London
2017-08,5.755555555555556,London
2017-09,5.7555555555555555,London
2017-10,5.7823529411764705,London
2017-11,5.855555555555556,London
2017-12,5.938888888888889,London
2018-01,5.988235294117647,London
2018-02,6.125,London
2018-03,6.125,London
2018-04,6.016666666666667,London
2018-05,6.159375,London
2018-06,6.097058823529412,London
2018-07,6.097058823529412,London
2018-08,6.1194444444444445,London
2018-09,6.102941176470588,London
2018-10,6.067647059,London
2018-11,6.190625,London
2018-12,6.167647058823529,London
2019-01,6.185294117647059,London
2019-02,6.121875,London
